,renda mensal per capita,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia
2906,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
2907,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
2909,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
2912,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
2913,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
2924,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2926,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2930,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2934,99.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
2950,3.0,,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
2951,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2954,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
2955,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
2956,2.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2957,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
2958,2.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
2959,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
2960,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2962,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2964,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
2965,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
2968,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
2971,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
2972,4.0,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não
2977,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2980,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
2983,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
2987,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2989,2.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
2996,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2997,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2998,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3000,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3002,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3003,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3004,4.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
3005,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3010,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3011,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
3014,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3016,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3017,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
3018,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
3019,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3025,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3026,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3027,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3028,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3033,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3036,3.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3038,2.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3040,1.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3042,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3045,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3053,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3054,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
3062,2.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3063,3.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
3066,1.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3067,3.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3068,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3069,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3072,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3074,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
3082,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3083,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3089,1.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
3090,3.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
3092,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3094,1.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3101,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3104,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3122,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
3130,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3137,2.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3141,3.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3147,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3155,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3156,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3158,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3160,99.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3161,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3163,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
3164,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3165,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3166,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3168,2.0,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3170,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3172,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3174,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
3177,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3179,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3180,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3182,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3183,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3185,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3189,2.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3191,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3196,5.0,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
3197,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3198,4.0,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
3199,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3200,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3201,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3202,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3203,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3208,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3209,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3210,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3211,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3212,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3214,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3216,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3218,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3219,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3221,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3222,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3224,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3227,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim
3228,1.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3230,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3231,3.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
3234,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3235,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3236,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3237,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3239,5.0,,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
3241,1.0,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3242,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3243,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3244,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3259,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3272,4.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3275,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3283,3.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3312,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3317,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3319,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3326,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3330,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3335,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3348,4.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3349,99.0,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3352,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
3355,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
3368,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3394,1.0,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não
3395,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3469,3.0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3470,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3471,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3472,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
3474,2.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
3475,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3476,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3478,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3482,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3484,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
3501,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3502,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3505,1.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
3509,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3515,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3555,99.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3560,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3566,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3567,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
3568,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3571,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
3579,1.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3580,3.0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
3582,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3586,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3587,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
3589,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3623,1.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
3628,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3630,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3634,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3638,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3641,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3646,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3648,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3650,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3652,4.0,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
3672,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3691,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3722,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3735,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3738,0.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3747,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3749,2.0,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
3756,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3759,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3762,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
3763,3.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
3766,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3768,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3773,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
3774,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3778,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3783,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3795,1.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3815,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3823,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3831,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3838,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3845,0.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3846,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3850,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3868,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3879,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
3894,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
3900,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3905,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3908,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
3913,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
3914,3.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
3915,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3932,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
3934,0.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3944,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
3945,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3948,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3953,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
3965,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
3966,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3969,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3974,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
3976,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3989,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
4027,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
4039,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
4042,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
4046,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4052,2.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4053,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
4057,0.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4059,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
4064,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4065,1.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
4070,1.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4072,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4073,1.0,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
4077,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
4080,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4105,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
4115,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4116,2.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4131,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4134,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4137,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4141,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4143,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4144,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4149,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4151,2.0,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não
4153,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
4154,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
4156,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4162,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4164,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4190,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4200,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4202,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4204,2.0,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
4215,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
4216,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4217,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4222,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4231,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4233,3.0,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não
4239,2.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
4242,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
4252,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4254,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4256,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4257,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4258,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4260,1.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4262,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4270,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4272,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4274,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4275,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4276,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4277,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4278,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4279,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4281,2.0,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4285,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4287,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4288,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4289,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4292,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4302,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
4307,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
4379,99.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
4381,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4387,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
4395,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4396,1.0,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
4397,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
